	термин	частота (ipm)	1960-е	1970-е	1980-е	1990-е	2000-е	2010-е	2020-е	DP	D	R		
500	метафорический значение	18,15	4,8	8,8	18,5	17,4	14,9	11,9	46,1	0,2942	91,75	123		
508	субъект речь	18,09	0	1	3,3	16,1	20,5	10,9	4,7	0,2988	92,99	121		
496	фонетический система	18,05	3,6	21,1	17,7	20,3	14,9	11,6	1,9	0,2797	93,05	122		
509	русский орфография	18,05	74,2	16	9,7	15,1	15,5	11,7	37,1	0,4097	89,52	117		
499	семантика предложение	18,04	0	2,5	19,3	27,4	16,6	9,7	1,4	0,2918	93,13	121		
503	теоретический лингвистика	18,03	0	0,5	12	18,8	17,9	11,6	7,1	0,2693	93,97	120		
512	субъективный модальность	18,01	0	2,6	8,5	14	17,3	13,6	16	0,3895	87,3	120		
524	оценочный компонент	17,88	0	0	8,5	13,5	18	12,9	12,2	0,3065	92,41	117		
515	семантический функция	17,85	0	7,8	23,1	22,9	17	8,3	2,8	0,3085	91,86	122		
513	контрастивный лингвистика	17,83	0	0	2,8	9,4	17,9	15,5	0,9	0,4538	89,05	107		
520	тип речь	17,8	7,2	3,8	15,4	26,1	17,3	8,9	6,6	0,3238	92,06	121		
516	коммуникативный деятельность	17,77	1,2	1,3	1,4	14,3	17,7	14,3	10,3	0,3259	92,88	118		
518	пространственный значение	17,77	4,8	4,1	18,9	11	13,5	16,2	10,8	0,2967	92,94	123		
510	оценочный лексика	17,74	0	0,3	8,6	24,8	17,1	11,5	3,3	0,3334	92,49	120		
523	лексический сочетаемость	17,69	3,6	7,4	31,8	19,8	15,2	8,9	6,1	0,2776	92,86	123		
526	грамматический характеристика	17,69	2,4	7,5	19,9	19	15	11,7	11,3	0,2223	94,74	123		
519	концептуальный пространство	17,64	0	0	0	2	14,5	21,6	5,2	0,4781	89,14	101		
525	иноязычный лексика	17,52	6	5,2	6,2	17,4	16,7	13	3,8	0,2916	92,26	121		
527	заимствованный лексика	17,44	0	5,1	5,9	13,9	17,3	13,1	3,8	0,3271	91,76	123		
924	русский письменность	17,39	29,9	27,6	24,9	23,3	11,1	11,2	6,1	0,3946	91,52	116		
521	языковый картина	17,36	0	0	0,1	4,5	17,3	16,9	0,9	0,3534	92,63	107		
517	косвенный речь	17,35	2,4	22,9	18,5	4,7	11	16,9	29,6	0,4389	87,84	119		
543	косвенный падеж	17,35	50,3	20,6	15,1	20,4	10,1	15,1	19,7	0,3389	91,63	116		
537	крылатый выражение	17,14	28,7	5,9	8,1	15,9	14,3	14,6	3,8	0,3265	90,64	122		
569	местный падеж	17,14	1,2	33,5	19,5	15,6	9,3	15,3	11,8	0,5229	87,51	97		
531	диахронический аспект	17,09	0	1,8	5,5	10,6	14,5	16,7	11,3	0,266	93,92	121		
529	медицинский терминология	17,08	0	1,1	5,4	19	16,7	12,2	8,5	0,5132	86,64	106		
642	коммуникативный тип	17,03	0	0,8	15,5	20,4	15,8	11,1	0,9	0,3664	91,07	120		
568	лингвистический типология	16,93	0	2,1	15,9	14,6	16,3	11,1	6,6	0,3382	91,56	123		
532	языковой метафора	16,91	2,4	0	6,7	16	17,6	11,2	6,1	0,2996	93,05	119		
535	выражение модальность	16,91	0	4,6	16,2	17	17,1	9,2	2,8	0,3375	92,18	122		
530	языковой концептуализация	16,85	0	0	0	9,5	19,5	11,9	1,9	0,3202	92,98	107		
539	синтаксический модель	16,78	2,4	5,2	21	25,3	14,9	8,5	5,6	0,2909	92,62	123		
533	глагольный словосочетание	16,73	1,2	10,6	19,4	16	15,1	10,1	2,8	0,4657	84,95	115		
585	белорусский язык	16,71	19,1	30,1	44,8	13,4	9,9	9,1	5,2	0,424	86,72	120		
538	отраслевой лексика	16,69	0	0,7	2,1	4,5	15,3	17,5	0	0,7281	77,63	69		
546	деловой стиль	16,69	31,1	5,9	8,4	12,2	17,1	10,9	0,9	0,3284	91,44	123		
542	речевой средство	16,68	25,1	14,1	9,6	14,5	15,6	11	4,7	0,2639	93,14	122		
835	лингвистический характеристика	16,68	1,2	1	8,9	12,3	15,5	13,3	15	0,2459	94,06	123		
540	объективный картина	16,63	3,6	0,7	1,9	10,8	18,3	11,9	4,2	0,3023	93,41	118		
547	языковой способность	16,6	0	0	0,9	11,2	16	14,5	16,5	0,3729	90,7	114		
560	научный дискурс	16,56	0	0	0	4,1	12	21,5	11,3	0,4403	87,38	106		
586	чешский язык	16,48	12	7,8	11,8	17,4	14,2	12,1	5,2	0,3396	91,6	123		
544	исторический языкознание	16,39	8,4	8,3	11,6	16	13,5	13	8,9	0,194	95,01	123		
545	речевой единица	16,37	0	3,1	19,5	14,7	14,8	11	2,4	0,25	92,58	121		
550	коммуникативный процесс	16,37	0	0	2,5	9,7	13,8	17,3	3,8	0,3207	92,5	120		
584	корейский язык	16,36	1,2	3,4	2,5	9,1	16,9	12,2	22,6	0,5541	82,74	110		
707	языковой коммуникация	16,34	1,2	0,7	6,7	13,6	16	12,5	4,2	0,2947	93,15	120		
548	фразеологический сочетание	16,29	7,2	30,4	22,9	12,9	13,5	8,6	1,4	0,2975	91,82	122		
553	публицистический дискурс	16,29	0	0	0	1,3	12,5	20	31	0,4961	87,44	87		
549	коммуникативный структура	16,21	0	0,2	10,2	15,4	15,7	11,4	7,5	0,2752	93,19	119		
554	коммуникативный грамматика	16,2	0	0	2,6	11,6	17,8	11,3	4,2	0,3184	92,88	116		
592	восточнославянский язык	16,2	12	21,1	38,8	16,6	11,9	7,1	5,2	0,3392	90,34	120		
551	морфологический особенность	16,17	0	19,8	12,9	8,2	14,1	11,9	8,9	0,3909	88,78	122		
556	адыгских язык	16,15	0	1,3	5,3	26,6	16,3	8,9	6,6	0,6915	79,35	79		
561	фразеологический состав	16,15	0	1,8	20,1	9,2	15,6	10,6	4,7	0,3353	91,46	119		
562	синтаксический свойство	16,13	3,6	4,4	18,3	18,1	13	11,4	13,2	0,2512	94,14	123		
559	лексический фонд	16,1	3,6	10,5	16,9	13,5	11,4	13,8	18,3	0,2563	93,64	123		
552	синтаксический строй	16,09	12	23,4	19	20,4	15	6,2	1,4	0,3444	91,36	122		
555	второстепенный член	16,03	19,1	21,9	28,2	19,7	12,6	7,4	0,5	0,3754	90,55	121		
565	публичный речь	16,03	3,6	2,1	6,3	7,6	17,2	11,3	7,5	0,3972	85,65	119		
557	лингвистический учение	15,97	0	1	7	10,2	15,9	12,5	2,8	0,324	92,71	118		
564	текстовый категория	15,96	0	0	3	12,1	17,3	11,3	2,8	0,3439	91,67	111		
567	типологический характеристика	15,96	0	5,7	10,1	13,5	15	11,5	7,1	0,2852	93,61	122		
572	словесный знак	15,92	1,2	5,1	17,3	19,6	15,3	8,1	7,1	0,3	92,17	120		
558	номинативный аспект	15,91	0	0,7	5,9	19,1	17,2	8,9	4,2	0,3219	92,19	113		
577	рутульский язык	15,91	0	0,5	0,7	13,1	14,1	14,8	18,3	0,7449	79,49	54		
563	форма речь	15,86	20,3	10,6	11,8	19,2	15	8,6	8,9	0,2545	93,81	123		
573	языковой реализация	15,82	0	0,2	1,8	10,4	16,1	12,9	6,6	0,324	92,9	118		
570	функциональный разновидность	15,71	3,6	3,1	12,9	17,9	16,6	7,8	2,8	0,2955	93,06	121		
566	философия грамматика	15,62	0	0,8	13,1	17,7	15,2	9,6	1,9	0,2794	93,8	116		
599	каракалпакский язык	15,62	0	127,8	50,4	8,5	4,1	2,5	1,9	0,6671	77,9	73		
588	маньчжурский язык	15,61	6	22,1	17	5,4	12,1	12,2	18,3	0,5097	81,77	94		
574	устойчивый фраза	15,52	0	1,1	13,8	13,9	15	10,3	3,3	0,3201	92,54	113		
638	возвратный глагол	15,5	7,2	5,6	15,4	7,2	14,7	11,1	4,7	0,4758	85,31	110		
576	сопоставительный лексикология	15,47	0	2,1	11,2	13,5	15,3	10,4	2,4	0,304	92,78	117		
575	коммуникативный намерение	15,44	0	0	5	12,9	15,7	11,5	3,8	0,2891	93,55	118		
995	речь носитель	15,44	6	3,3	5	12,2	13,7	13,5	8,9	0,2559	93,33	123		
582	концептуальный поле	15,4	0	0	0,1	1,3	14,4	16,7	3,8	0,4518	89,15	102		
597	вводный слово	15,4	8,4	21,9	14,7	14,1	12,2	9,9	21,6	0,289	93,17	120		
807	состав слово	15,38	12	22,2	19,9	15,6	12,7	8,3	6,1	0,2124	94,89	123		
591	прагматический характеристика	15,33	0	0	3	10,8	14,4	13,4	11,3	0,3355	92,16	113		
581	английский речь	15,32	1,2	0,3	7,7	15,2	14,9	11	4,7	0,5071	85,86	110		
579	исторический морфология	15,3	1,2	9,3	15,4	13,5	13,9	10	2,8	0,2995	92,05	122		
589	неопределенный местоимение	15,26	6	2,9	13,8	8,5	12	14,1	12,7	0,4034	88,49	118		
587	сопоставительный грамматика	15,25	0	6,5	12,8	12	15,6	9,1	0,9	0,445	88,45	113		
748	уйгурский язык	15,24	1,2	94,4	46,1	7,3	5,2	5,4	2,4	0,6183	82,78	77		
996	коммуникативный неудача	15,23	0	0	0	11,9	16,4	11,3	5,2	0,3743	89,58	107		
594	грамматический описание	15,22	0	7,5	13,8	16,9	12,4	11,1	10,8	0,2295	94,23	123		
578	аспект лингвистический	15,21	0	0,8	4,9	13,2	15,9	10,6	3,8	0,3023	93,35	116		
997	наивный картина	15,2	0	0	0,1	11,2	16,7	10,9	8,5	0,3003	92,28	112		
583	речевой сообщение	15,1	0	1	9,4	18,2	16,4	7,6	2,8	0,3631	91,22	118		
635	лингвистический статус	15	0	0,3	11,3	12,3	12,4	13,1	9,4	0,2877	93,48	118		
998	кавказский языкознание	14,99	0	0,8	4,7	13,4	15,6	10,6	0	0,6771	79,46	76		
590	экспрессивный средство	14,97	0	2	13,7	16,6	13,8	9,8	2,4	0,3098	92,79	121		
601	именной словосочетание	14,97	9,6	8,2	17,9	16	15,5	6	4,7	0,3927	88,97	119		
603	субъективный оценка	14,97	10,8	7,8	18,9	18,7	12,6	8,7	7,1	0,2295	94,08	123		
596	сочинительный союз	14,91	3,6	14,5	8,2	12,9	13,1	10,9	6,1	0,3859	89,74	120		
719	лингвистический явление	14,9	1,2	3,4	10,6	14,5	14,1	10	8,5	0,2427	94,67	122		
598	диалектный речь	14,85	23,9	14,7	14,5	13,8	13,1	8,8	7,1	0,3098	92,45	119		
593	экспрессивный синтаксис	14,84	0	0,7	5	14,6	14,9	10,6	4,7	0,342	92,4	116		
622	лингвистический парадигма	14,77	0	0	0,1	6,4	14,8	13,4	8	0,3347	92,87	106		
625	языковой деятельность	14,76	1,2	0,5	3,1	17,5	15	9,9	7,1	0,2838	93,59	120		
595	коммуникативный лингвистика	14,65	0	0	8,2	13,1	14,2	10,9	2,8	0,294	93,58	116		
615	языковой компетенция	14,57	0	0	2,9	5,9	15,4	11,3	16,5	0,2999	91,66	118		
859	производный глагол	14,56	1,2	10,9	24,3	13,3	11,2	9,5	6,1	0,3739	90,75	119		
600	лексический синонимия	14,55	3,6	0,8	16,6	18,5	14,9	6,5	3,3	0,4047	90,98	116		
604	грамматический свойство	14,55	3,6	3,9	9,7	16,2	14	9,3	4,2	0,3311	91,6	121		
602	концептуальный признак	14,53	0	0	0,2	0,3	15,8	13,1	3,3	0,4953	86,89	92		
608	метафорический моделирование	14,51	0	0	0	1,6	9,2	20,8	12,7	0,5522	86,43	80		
613	авторский речь	14,47	58,6	27	33,6	12,2	9,4	7,1	3,3	0,3793	87,74	121		
606	субъект действие	14,37	15,6	15,8	19,7	13	11,6	8,8	6,6	0,2365	94,46	121		
648	народный речь	14,34	46,7	48,9	21,9	13	9,6	6,3	6,6	0,3758	90,79	112		
619	глагольный категория	14,33	0	6	11,5	15	12	10,8	10,8	0,238	94,09	123		
631	мягкий согласный	14,33	26,3	12,4	10,6	10,3	9,5	14	9,9	0,449	87,79	106		
612	русский двуязычие	14,32	0	3,1	22,5	13,5	14,4	6,2	5,2	0,448	88,82	111		
614	главный предложение	14,32	2,4	33,3	17,7	12,7	10	8,7	20,2	0,409	89,5	108		
654	вид глагол	14,31	4,8	4,4	14,3	19,3	12,3	9	5,6	0,2337	94,25	121		
633	литературный речь	14,27	87,4	32,5	15,2	16,5	10,9	6,6	2,4	0,3039	92,45	122		
999	типология текст	14,27	0	0,2	7	12,8	13,9	10,6	3,8	0,3371	92,16	115		
646	прагматический подход	14,26	0	0	1,8	7,4	12,5	14,6	7,1	0,3362	92,67	113		
607	смысловой восприятие	14,24	0	1,1	8,2	17,4	15,6	7	0,9	0,401	90,52	111		
620	категория падеж	14,23	0	17,3	18	12,2	10,9	10	4,2	0,3831	90,31	120		
627	исходный значение	14,23	12	10,8	9,3	9,9	11,4	11,6	22,6	0,2839	92,6	120		
609	германский языкознание	14,2	0	1,5	26,5	15,4	12,6	7,3	1,4	0,3847	90,23	115		
611	русский фразеологизм	14,2	1,2	2,3	6,1	12,4	14,2	10,1	2,4	0,3376	91,98	118		
660	ментальный действие	14,13	0	0	0,1	12	16,3	9	3,8	0,3238	92,21	110		
634	семантический представление	14,12	2,4	1,6	3,6	9,1	15,9	9	6,6	0,2725	93,42	117		
644	языковой семья	14,11	10,8	6,4	11,3	7,9	13,6	9,4	14,1	0,5007	86,15	104		
621	номинативный предложение	14,08	9,6	4,4	14,7	7,4	13,4	9,8	0,9	0,4983	82,76	113		
645	семантический потенциал	14,03	0	3,4	7,3	17	12,8	10	4,2	0,301	92,99	121		
624	когнитивный признак	14,01	0	0	0	0,1	14	14,2	7,5	0,5486	85,44	75		
617	речевой реализация	14	0	0,8	8,5	19	13,7	8,5	2,8	0,3018	93,12	117		
643	экспрессивный лексика	13,96	0	1,3	3,6	14	16,8	6,6	2,8	0,3181	92,34	119		
639	языковой категоризации	13,93	0	0	0,1	3,2	15,9	11,1	0,9	0,4167	90,75	104		
641	институциональный дискурс	13,92	0	0	0	0,3	9,9	19,1	8	0,4958	87,18	91		
647	стилистический окраска	13,89	59,8	22,5	18,5	15,4	10,9	6,8	4,2	0,2346	94,29	122		
618	именной словообразование	13,88	1,2	16,5	14,6	12,2	12,7	7,9	0,9	0,3324	91,62	117		
623	тип семантический	13,88	0	0,8	19,5	12,9	13,6	7,3	4,2	0,2795	93,05	121		
630	неродной язык	13,87	1,2	0,8	7,7	16	13,6	9,1	4,7	0,3945	90,97	117		
610	структура семантика	13,85	0	0	4,2	11,2	13,1	11,6	4,2	0,2683	94,08	119		
828	восточный язык	13,83	9,6	29,4	18,3	11,6	10	8,6	6,6	0,3427	92,05	121		
657	деловой дискурс	13,81	0	0	0	0,1	8,5	20,2	19,7	0,5978	82,62	83		
792	лингвистический модель	13,77	1,2	0,3	3,3	13,9	13,6	10,1	8,5	0,2592	94,08	118		
810	вариант язык	13,76	0	2,1	5	7,4	12,2	12,5	15	0,2978	92,11	119		
629	синтаксический категория	13,75	2,4	11,9	15,6	16,8	11,9	7,7	4,2	0,2815	93,35	121		
640	модель предложение	13,73	1,2	4,1	23,8	22,9	11,9	5,6	1,9	0,3423	90,87	119		
680	однокоренной слово	13,7	26,3	7,2	7,1	10,3	13,7	8,8	3,3	0,3312	89,93	122		
628	контекстный семантика	13,69	0	0,2	19,1	16,6	13,7	6,2	0,5	0,3225	92,83	112		
651	лексический атлас	13,69	0	0,7	1,8	9,7	14,9	9,9	3,3	0,5965	83,54	86		
673	разговорный лексика	13,67	13,2	6,5	17,9	11,3	11,5	8,9	10,8	0,2816	92,09	122		
664	обучение язык	13,65	2,4	3,9	11,2	17,7	11,7	9,4	6,1	0,2609	93	123		
661	человеческий язык	13,64	2,4	3,3	9,6	13,6	12,3	10	5,2	0,2335	93,43	123		
727	социальный диалект	13,62	8,4	3,4	6,5	9,6	15,4	7,5	4,2	0,3437	91,81	116		
836	фонетический слово	13,59	1,2	5,1	4	6,8	9,1	16,2	9,9	0,3948	84,27	121		
699	лингвистический категория	13,57	0	1,5	10,2	11,5	12,7	9,9	4,7	0,2741	94,02	121		
670	ингушский язык	13,5	0	1	8,6	2,4	13	12,1	0	0,7288	73,49	54		
649	прагматический установка	13,49	0	0	8,4	12,8	13,5	8,9	7,5	0,3523	91,38	116		
655	восприятие речь	13,49	16,8	1,5	8,7	7,1	13,3	10,1	5,6	0,3299	91,19	122		
658	берестяной грамота	13,49	41,9	13,7	5,4	11,2	9,1	11,5	45,1	0,5007	86,66	95		
671	непереходный глагол	13,49	3,6	11,9	9,8	10,1	8,7	13,7	8,5	0,4202	89,05	110		
659	корневой морфема	13,47	3,6	20,4	18	14,4	9,3	8,4	25,4	0,2906	92,56	122		
656	обыденный сознание	13,45	0	0	0,5	7,1	14,3	10,6	11,3	0,3367	92,16	112		
697	производный значение	13,43	1,2	7,5	8	8,5	13,3	9	12,2	0,2632	94,2	122		
652	лексический элемент	13,42	2,4	25,3	21,3	12,9	10,7	6,6	4,7	0,2968	92,97	122		
667	категория определенность	13,4	0	6,5	10,5	9,7	13,3	8,7	0	0,436	86,5	111		
683	психолингвистический подход	13,32	0	0	0,4	4,1	13,5	12,3	6,1	0,3918	90,6	107		
663	лексический структура	13,31	0	0,8	1,4	12,3	16,5	6,4	2,4	0,4423	87,68	111		
653	русский идеография	13,28	0	0,2	8,9	13	14	7,8	1,4	0,2806	93,69	110		
668	исторический фонетика	13,28	15,6	27,3	17,2	10,1	8,9	9,4	7,5	0,3425	92,07	118		
674	подчинительный союз	13,25	2,4	11,8	11,3	14,2	13,4	6,2	4,2	0,3388	90,16	122		
702	язык фольклор	13,23	3,6	9,5	12,3	13	11,1	9,6	0	0,344	92,12	122		
1000	языковой универсалия	13,21	0	1,5	8	12,7	14,1	7,6	2,8	0,3411	91,75	120		
665	сопоставительный лингвистика	13,17	0	0,2	7	10,9	13,1	9,6	4,7	0,4459	89	108		
672	время глагол	13,17	7,2	20,3	13,9	10,3	9,7	9,9	5,2	0,2565	93,98	123		
696	языковой семантика	13,17	0	1,5	3,7	10,1	14,5	8,3	9,4	0,2918	93,71	118		
675	именной сказуемое	13,16	9,6	9,5	27,3	19,4	7,2	9,2	9,9	0,3861	89,02	117		
706	происхождение слово	13,15	45,5	36,8	14,6	11	7	10,2	9,4	0,2787	92,41	120		
662	словообразовательный семантика	13,13	0	0,2	14,2	12,9	14,3	6	1,4	0,3515	91,53	115		
676	основной единица	13,13	0	4,4	11,7	13,3	12,1	8,6	4,2	0,2293	94,76	123		
784	грамматика язык	13,13	3,6	3,3	15,6	11,8	12,2	8,1	3,8	0,2206	94,99	123		
666	система языковой	13,1	0	0,7	7	11	12,9	9,6	3,8	0,2641	94,16	122		
864	характеристика глагол	13,02	0	2	16,1	13,4	11,4	8,6	2,8	0,2655	93,88	121		
685	модальный частица	12,96	0	4,9	9,1	14,9	10,2	10,5	10,8	0,3562	88,23	121		
720	речевой форма	12,96	6	4,1	15,2	12,1	12,2	7,4	8,5	0,356	89,28	120		
679	процесс заимствование	12,93	0	2,6	5,6	11,8	12	10,1	4,7	0,2741	93,75	120		
682	сфера функционирование	12,9	0	1,6	12,2	13,8	11,2	9,1	10,3	0,2182	95,01	122		
678	лексический особенность	12,87	1,2	15,2	11,1	7,1	10	10,8	8,9	0,3066	92,41	123		
687	грамматический разряд	12,84	1,2	3,4	14	18,5	11,9	6,6	5,6	0,3159	92,03	122		
686	молодежный сленг	12,8	0	0,2	0,1	4,4	15,1	9	7,1	0,4472	84,15	109		
681	категория лицо	12,79	8,4	8,3	10,5	13,3	10,2	9,9	2,4	0,3312	90,11	121		
705	будущее время	12,79	2,4	17	11,6	6,6	6,5	14,2	21,6	0,3516	90,63	118		
451	номинация общий	12,74	0	0,5	12,1	12,2	13	7,4	0	0,3272	92,5	111		
716	глагол тип	12,74	4,8	12,1	10	11,6	7,8	12,3	19,7	0,3498	90,2	118		
695	метонимический перенос	12,69	2,4	1,6	6,6	8,6	13,6	7,6	16,5	0,2857	93,41	123		
718	андийский язык	12,69	0	0,2	4	10,5	10,2	13	0,5	0,7028	77,12	64		
741	южный диалект	12,62	0	25,8	19,1	7,1	4,4	13,1	38,1	0,5756	85,52	84		
689	изъявительный наклонение	12,59	9,6	29,4	21	8	8,8	7,6	3,3	0,3975	90,42	117		
694	терминологический словосочетание	12,59	0	3,6	7,9	7,6	12,1	9,6	4,7	0,4295	87,54	120		
710	ментальный пространство	12,58	0	0	0	4	13,2	11	6,1	0,4549	87,09	102		
693	долгий гласный	12,56	4,8	52,6	15,9	7,1	6,1	9,3	8,9	0,4389	88,38	103		
690	звуковой строй	12,55	3,6	16,8	16,4	16,9	10,2	6,3	3,8	0,3577	91,08	121		
1008	глагольный предложение	12,53	0	4,7	15,1	17,7	10,3	7,9	0,5	0,3752	88,62	115		
700	оценочный семантика	12,52	0	0,5	2,5	7,5	12,4	10,6	4,7	0,3378	91,45	115		
889	группа язык	12,52	1,2	19,1	11,6	12,5	8,9	9,6	8,9	0,2525	94,25	122		
691	субстантивный словосочетание	12,47	0	2	15,8	9,5	13,9	5,3	0,5	0,5415	80,66	111		
692	синтаксический целое	12,46	6	9,6	15,9	14,7	11	6,6	1,4	0,3357	91,95	117		
711	группа лексика	12,44	1,2	2,8	14,4	9,1	11,3	8,5	7,1	0,289	93,55	122		
715	категория имя	12,44	0	7,8	8,9	17	10,6	8,3	4,2	0,3296	91,63	119		
744	фразеологический выражение	12,41	6	7,4	4,1	5	10,2	12,4	7,1	0,2739	93,81	123		
717	психолингвистический анализ	12,39	0	0	2	10,5	12,7	9,3	7,5	0,3153	92,35	116		
723	каузативный глагол	12,35	1,2	3,1	11,6	9,5	11,7	8,2	7,5	0,4312	87,27	117		
733	ненецкий язык	12,35	0	0,5	3,6	1,5	8,2	14,3	60,2	0,6822	78,52	78		
1002	вертикальный контекст	12,34	0	0	6,1	21,9	11,6	7,2	3,3	0,4963	85,99	105		
712	стилистический фигура	12,33	13,2	3,6	6,4	8,9	13,2	7,4	3,3	0,3429	84,75	122		
722	общенародный язык	12,33	34,7	29,4	25,3	11	9,2	4,6	1,9	0,3505	91,06	122		
698	монологический речь	12,32	1,2	2,1	15,6	16,9	11,7	6	0,5	0,3718	91,25	118		
714	семантический содержание	12,32	1,2	3,8	15,5	10,6	11,4	7,4	7,1	0,2528	93,71	121		
765	экономический терминология	12,31	1,2	0,5	11	7,9	13,1	7,4	1,9	0,514	85,1	101		
740	поле концепт	12,29	0	0	0	0,6	13	11,4	5,6	0,4795	88,62	96		
721	лингвистический экспертиза	12,28	0	0	0,2	1	4,1	22,4	8	0,5693	77,04	96		
786	базовый концепт	12,28	0	0	0	4,7	12,2	11,5	6,6	0,3858	91,03	103		
701	теория номинация	12,25	0	1	9,8	9,4	11,7	8,9	2,4	0,3079	92,77	112		
708	союзный слово	12,25	1,2	15,8	15,3	8,5	12,1	5,5	4,2	0,395	89,66	118		
704	фразеологический средство	12,24	2,4	1	8,2	9,6	12,7	7,9	0	0,3515	92,2	117		
724	категория залог	12,22	0	9,1	24,1	6,7	9,9	7,8	0,9	0,4115	89,28	116		
713	диалогический дискурс	12,21	0	0	0,1	8,7	11,7	11,2	1,9	0,4943	85,33	103		
945	фразеологический синоним	12,21	0	3,1	7,9	12,9	12,3	7,4	0,5	0,3872	89,67	114		
732	второй язык	12,17	8,4	3,1	9,2	9	11,8	8,3	7,1	0,4245	88,59	118		
709	педагогический дискурс	12,15	0	0	0	0,3	10,4	12,6	49,8	0,5535	83,55	92		
830	свободный словосочетание	12,15	2,4	17,2	21	10,8	9,4	6,6	7,1	0,3226	91,47	120		
780	языковой пространство	12,09	2,4	0	0,5	3,9	10,9	12,3	16,9	0,3531	90,23	114		
803	прагматический анализ	12,05	0	0	2,3	8,1	11,3	10,6	11,8	0,3178	92,69	115		
728	русский заимствование	12,04	4,8	17,3	16,2	9,7	9,5	7,6	5,2	0,4503	87,15	105		
731	притяжательный местоимение	12,01	0	4,2	7,2	6,1	7,6	14,4	4,2	0,3742	87,97	122		
1001	жанр текст	12	0	0	0,9	2,1	9	15,4	2,8	0,4887	88,89	114		
726	семантический интерпретация	11,96	1,2	1,5	10,8	12,1	11,9	7	5,2	0,2538	93,94	121		
729	семантический преобразование	11,95	2,4	2,1	13,8	10,3	12,3	6	5,6	0,3231	90,67	118		
734	лексикографический аспект	11,94	0	0,5	1,2	8,9	11,5	10,3	4,7	0,307	93,09	114		
737	фразеологический фонд	11,93	0	2,3	10,5	10	10,1	9,5	8	0,3545	92,24	116		
750	лексический повтор	11,93	1,2	4,2	9,8	15,9	11	7,2	2,4	0,3236	90,16	121		
739	бытовой лексика	11,88	2,4	4,6	8,9	11,6	11,3	7,7	3,3	0,4484	86,8	114		
730	лексикон человек	11,87	0	0	0,7	10,8	13,3	7,7	3,8	0,4081	89,98	103		
725	фонетический изменение	11,86	6	24	15,7	9,8	8,4	7,8	3,8	0,2728	93,57	123		
779	научный терминология	11,86	7,2	8,5	11,5	9,8	10,6	7,8	5,2	0,239	94,52	122		
800	предметный имя	11,81	0	0,2	4,5	4,4	12,4	9,2	6,1	0,2518	93,64	117		
746	инфинитивный предложение	11,79	49,1	2	5,6	11	10,6	8,9	0	0,5485	83,37	101		
752	когнитивный моделирование	11,79	0	0	0	3,4	9,2	14,2	12,2	0,3983	90,25	104		
751	иноязычный заимствование	11,78	2,4	7,8	6,1	12,6	11,2	7,6	4,2	0,281	92,58	119		
736	глубинный структура	11,77	0	1,8	19,3	12,9	11,2	5,5	3,8	0,3318	91,22	120		
749	аспектуальный значение	11,74	0	1,1	2,4	8	9,4	12,2	8,9	0,4473	83,73	110		
860	функционирование слово	11,74	2,4	2,1	12,8	13,5	11,7	5,9	5,2	0,3172	92,41	121		
742	семантика время	11,69	0	0,5	0,5	10,3	12	8,9	6,1	0,298	93,15	114		
747	семантический сдвиг	11,69	3,6	5,1	13,7	8,7	9,8	7,7	30,1	0,233	93,67	123		
745	повествовательный предложение	11,63	0	4,1	13,5	15,8	11,2	5,5	1,4	0,3768	89,44	116		
764	общелитературный язык	11,6	38,3	18,1	20,5	6,6	9,6	5,7	2,4	0,3342	91,35	120		
1003	деловой текст	11,6	0	0,7	2,2	6,6	13,1	8	1,9	0,4427	86,83	112		
756	видовой значение	11,54	0	4,6	9,3	13,3	11,2	6,7	0,9	0,4033	85,37	115		
762	абстрактный понятие	11,54	1,2	6	5,5	10,5	10,7	8,3	7,1	0,2425	94,34	122		
771	устный форма	11,51	7,2	4,6	12,4	17,4	9,2	7,1	10,8	0,2112	94,67	122		
763	венгерский язык	11,49	3,6	25,7	14,8	14,1	8,3	6,1	4,7	0,4848	86,29	113		
770	номинативный функция	11,49	3,6	6,4	12	10,7	10,9	6,5	4,7	0,2689	93,77	123		
757	глагол действие	11,48	2,4	4,1	5,9	13,5	12	6,1	6,6	0,2928	92,3	123		
769	отглагольный существительное	11,46	13,2	4,1	14,5	11,5	10	7,1	5,2	0,334	91,6	120		
799	диалектологический атлас	11,45	9,6	62,7	21,2	4,6	4,9	6,5	8	0,4731	85,47	104		
907	поэтический слово	11,44	13,2	14,5	6,7	12,3	10,8	6,3	0,9	0,3271	92,59	118		
1004	фразеологический картина	11,44	0	0	0	1,4	6,9	11,8	130,7	0,5262	76,86	92		
853	морфологический анализ	11,43	1,2	3,9	12	10,2	11,3	6,4	2,4	0,3874	87,84	121		
813	самодийский язык	11,41	1,2	4,1	10	6,2	7,5	11,5	26,3	0,5651	85,78	92		
777	концептуальный модель	11,38	0	0	0,6	7,5	11,2	9,3	19,7	0,4027	88,98	107		
798	грамматический аспект	11,38	0	2	3,8	11,3	11,1	8,3	3,3	0,2447	94,41	120		
753	речевой характеристика	11,35	61	15,4	14,3	9,1	8,3	7,3	4,7	0,2884	91,73	122		
772	падежный система	11,35	1,2	5,2	11,4	12,3	8,2	9,7	2,4	0,3971	89,79	114		
840	культурный коннотация	11,35	0	0	0,6	5,9	8,9	13,2	2,4	0,4308	86,48	104		
